clean_name,clean_price,clean_rating,processor_brand,processor_core,generation,clean_ram,clean_os,clean_display,touchscreen,clean_ssd,clean_hdd,clean_warranty
HP,49990,4.3,Intel,Intel Core i5,11,8,Windows 11 ,15.6,0,512,0,1
HP,41990,4.2,Intel,Intel Core i3,12,8,Windows 11 ,14.0,0,512,0,1
HP,31990,4.0,AMD,Ryzen Multi Core,0,8,Windows 11 ,15.6,0,512,0,1
APPLE,75990,4.7,Apple,M1,0,8,Mac OS ,13.3,0,256,0,1
ASUS,40990,4.3,Intel,Intel Core i5,11,8,Windows 11 ,15.6,0,512,0,1
ASUS,34990,4.3,Intel,Intel Core i3,11,8,Windows 11 ,15.6,0,512,0,1
Lenovo,33990,4.1,AMD,Ryzen 5,0,8,Windows 11 ,15.6,0,512,0,1
HP,19990,3.7,Intel,Intel Multi Core,0,4,Chrome ,14.0,1,0,0,1
HP,52990,4.3,Intel,Intel Core i5,11,16,Windows 11 ,15.6,0,512,0,1
Lenovo,35990,4.2,Intel,Intel Core i3,11,8,Windows 11 ,15.6,0,512,0,2
HP,57990,4.4,AMD,Ryzen 5,0,16,Windows 11 ,14.0,0,512,0,1
Primebook,13990,4.1,MediaTek,MediaTek MT8788,0,4,Prime OS ,11.6,0,0,0,1
HP,33990,4.1,AMD,Ryzen 3,0,8,Windows 11 ,15.6,0,512,0,1
HP,39990,4.2,Intel,Intel Core i3,12,8,Windows 11 ,15.6,0,512,0,1
Lenovo,78990,4.2,Intel,Intel Core i5,12,16,Windows 11 ,15.6,0,512,0,1
realme,32990,4.4,Intel,Intel Core i3,11,8,Windows 10 ,14.0,0,256,0,1
HP,45350,4.4,AMD,Ryzen 5,0,8,Windows 11 ,15.6,0,512,0,1
HP,102990,4.2,Intel,Intel Core i5,13,16,Windows 11 ,16.1,0,512,0,1
HP,34490,4.3,Intel,Intel Core i3,11,8,Windows 11 ,14.0,0,256,0,1
HP,40999,4.3,AMD,Ryzen 5,0,8,Windows 11 ,15.6,0,512,0,1
CHUWI,19990,4.5,Intel,Intel Multi Core,11,8,Windows 11 ,14.1,0,256,0,1
HP,56990,4.2,AMD,Ryzen 7,0,16,Windows 11 ,14.0,0,512,0,1
HP,39980,4.3,Intel,Intel Core i3,12,8,Windows 11 ,15.6,0,512,0,1
ASUS,32990,4.3,Intel,Intel Core i3,11,8,Windows 11 ,15.6,0,256,0,1
ASUS,52990,4.3,AMD,Ryzen 5,0,8,Windows 11 ,15.6,0,1024,0,1
MSI,57990,4.4,AMD,Ryzen 7,0,16,Windows 11 ,15.6,0,512,0,1
MSI,32990,4.3,Intel,Intel Core i3,11,8,Windows 11 ,14.0,0,512,0,1
Acer,26990,4.1,Intel,Intel Core i3,11,8,Windows 11 ,14.0,0,256,0,1
HP,53990,4.2,AMD,Ryzen 5,0,8,Windows 11 ,15.6,0,512,0,1
HP,67990,4.3,Intel,Intel Core i5,12,16,Windows 11 ,15.6,0,512,0,1
Infinix,30990,4.2,Intel,Intel Core i3,11,8,Windows 11 ,14.0,0,512,0,1
Infinix,24490,4.1,Intel,Intel Multi Core,11,8,Windows 11 ,15.4,0,512,0,1
Lenovo,48990,4.3,Intel,Intel Core i5,11,8,Windows 11 ,15.6,0,512,0,1
HP,38490,4.3,Intel,Intel Core i3,11,8,Windows 11 ,14.0,0,512,0,1
ASUS,66990,4.4,Intel,Intel Core i5,12,16,Windows 11 ,14.0,0,512,0,1
HP,50990,4.4,AMD,Ryzen 5,0,16,Windows 11 ,15.6,0,512,0,1
HP,62990,4.3,AMD,Ryzen 5,0,16,Windows 11 ,15.6,0,512,0,1
ASUS,34990,4.2,AMD,Ryzen 3,0,8,Windows 11 ,15.6,0,512,0,1
DELL,45990,3.8,Intel,Intel Core i5,11,8,Windows 11 ,15.6,0,512,0,1
HP,37890,4.3,Intel,Intel Core i3,11,8,Windows 11 ,14.0,0,512,0,1
MSI,79990,4.4,Intel,Intel Core i7,12,16,Windows 11 ,15.6,0,512,0,2
HP,29990,3.9,AMD,Ryzen 3,0,8,Windows 11 ,15.6,0,512,0,1
Lenovo,52990,4.3,Intel,Intel Core i5,11,16,Windows 11 ,15.6,0,512,0,1
Lenovo,40490,4.3,AMD,Ryzen 5,0,8,Windows 11 ,14.4,0,512,0,2
ASUS,54990,4.4,AMD,Ryzen 5,0,8,Windows 11 ,15.6,0,512,0,1
ASUS,47990,3.9,Intel,Intel Core i5,12,8,Windows 11 ,15.6,0,512,0,1
Lenovo,65990,4.2,Intel,Intel Core i5,12,16,Windows 11 ,15.6,0,512,0,1
Lenovo,53990,4.2,Intel,Intel Core i5,12,16,Windows 11 ,15.6,0,512,0,2
ASUS,65990,4.7,AMD,Ryzen 7,0,16,Windows 11 ,14.0,1,512,0,1
HP,34999,4.2,AMD,Ryzen 3,0,8,Windows 11 ,15.6,0,512,0,1
Lenovo,48990,4.3,AMD,Ryzen 5,0,8,Windows 11 ,15.6,0,512,0,1
ASUS,52990,4.4,AMD,Ryzen 5,0,8,Windows 11 ,14.0,1,512,0,1
DELL,38890,4.1,Intel,Intel Core i3,11,8,Windows 11 ,15.6,0,512,0,1
DELL,36990,4.2,Intel,Intel Core i3,11,8,Windows 11 ,14.0,0,512,0,1
Acer,34990,4.0,AMD,Ryzen 5,0,8,Windows 11 ,15.6,0,512,0,1
GIGABYTE,193990,4.2,Intel,Intel Core i7,12,16,Windows 11 ,15.6,0,1024,0,2
HP,36999,4.3,AMD,Ryzen 3,0,8,Windows 11 ,14.0,0,512,0,1
GIGABYTE,149990,4.2,Intel,Intel Core i7,12,16,Windows 11 ,15.6,0,1024,0,2
ASUS,57990,4.3,Intel,Intel Core i5,11,8,Windows 11 ,17.3,0,512,0,1
Acer,32990,4.3,Intel,Intel Core i3,0,8,Windows 11 ,15.6,0,512,0,1
Acer,109990,4.4,Intel,Intel Core i5,13,16,Windows 11 ,16.0,0,512,0,1
ASUS,57990,4.3,Intel,Intel Core i5,12,16,Windows 11 ,14.0,0,512,0,1
Acer,58990,4.2,Intel,Intel Core i5,13,16,Windows 11 ,15.6,0,512,0,1
HP,51490,4.4,AMD,Ryzen 5,0,8,Windows 11 ,14.0,0,512,0,1
HP,42990,4.2,MediaTek,MediaTek Kompanio,0,8,Chrome ,13.3,0,256,0,1
HP,26990,3.8,AMD,Ryzen 3,0,8,DOS ,14.0,0,512,0,1
HP,58990,4.1,Intel,Intel Core i5,12,16,Windows 11 ,14.0,0,512,0,1
HP,35990,4.2,Intel,Intel Core i3,11,8,Windows 11 ,15.6,0,512,0,1
ASUS,67990,4.2,Intel,Intel Core i5,11,16,Windows 11 ,15.6,0,512,0,1
HP,54990,4.1,Intel,Intel Core i5,12,8,Windows 11 ,15.6,0,512,0,1
HP,88490,4.7,Intel,Intel Core i7,13,16,Windows 11 ,15.6,0,1024,0,1
Acer,60990,4.0,Intel,Intel Core i5,12,16,Windows 11 ,14.0,0,512,0,1
HP,43990,4.3,AMD,Ryzen 5,0,8,Windows 11 ,14.0,0,512,0,1
APPLE,107910,4.8,Apple,M2,0,8,Mac OS ,13.6,0,256,0,1
ASUS,53990,4.3,Intel,Intel Core i5,12,8,Windows 11 ,14.0,0,512,0,1
ASUS,102990,5.0,AMD,Ryzen 7,0,16,Windows 11 ,15.6,0,512,0,1
ASUS,53990,4.2,Intel,Intel Core i5,12,16,Windows 11 ,15.6,0,512,0,1
ASUS,74990,4.3,AMD,Ryzen 7,0,16,Windows 11 ,15.6,0,512,0,1
ASUS,119990,4.9,AMD,Ryzen 9,0,16,Windows 11 ,15.6,0,1024,0,1
HP,58990,4.4,Intel,Intel Core i5,11,16,Windows 11 ,16.1,0,512,0,1
SAMSUNG,89990,4.5,Intel,Intel Core i7,13,16,Windows 11 ,15.6,0,512,0,1
Acer,99990,4.4,Intel,Intel Core i7,12,16,Windows 11 ,15.6,0,1024,0,1
Infinix,29990,4.1,Intel,Intel Core i3,10,8,Windows 11 ,15.6,0,512,0,1
Infinix,27990,4.1,Intel,Intel Core i3,10,8,Windows 11 ,15.6,0,256,0,1
ASUS,65990,4.4,AMD,Ryzen 5,0,16,Windows 11 ,15.6,0,512,0,1
Acer,72990,4.4,Intel,Intel Core i5,13,16,Windows 11 ,14.0,0,512,0,1
MSI,67990,4.3,Intel,Intel Core i7,13,16,Windows 11 ,14.0,0,512,0,1
SAMSUNG,74990,4.5,Intel,Intel Core i5,13,8,Windows 11 ,15.6,0,512,0,1
ASUS,39790,4.3,Intel,Intel Core i3,11,8,Windows 11 ,15.6,1,512,0,1
Acer,36990,4.2,Intel,Intel Core i3,12,8,Windows 11 ,15.6,0,512,0,1
MSI,59990,4.2,Intel,Intel Core i5,12,16,Windows 11 ,15.6,0,512,0,2
DELL,40490,4.1,Intel,Intel Core i3,12,8,Windows 11 ,15.0,0,512,0,1
Acer,73990,4.5,Intel,Intel Core i5,12,16,Windows 11 ,15.6,0,512,0,1
SAMSUNG,79990,4.4,Intel,Intel Core i5,13,16,Windows 11 ,15.6,0,512,0,1
DELL,52990,4.1,Intel,Intel Core i5,12,8,Windows 11 ,15.6,0,512,0,1
Lenovo,67990,4.4,AMD,Ryzen 7,0,16,Windows 11 ,15.6,0,512,0,1
realme,54999,4.2,Intel,Intel Core i5,11,16,Windows 11 ,14.0,0,512,0,1
ASUS,42990,4.4,AMD,Ryzen 3,0,8,Windows 11 ,15.6,0,512,0,1
Infinix,20990,4.1,Intel,Intel Multi Core,11,4,Windows 11 ,15.6,0,128,0,1
Lenovo,25990,4.2,Intel,Intel Multi Core,0,8,Windows 11 ,14.0,0,256,0,1
SAMSUNG,89990,4.7,Intel,Intel Core i7,13,16,Windows 11 ,15.6,0,512,0,1
HP,68990,4.3,AMD,Ryzen 5,0,16,Windows 11 ,13.3,0,512,0,1
APPLE,106990,4.8,Apple,M2,0,8,Mac OS ,13.6,0,256,0,1
MSI,57990,4.3,Intel,Intel Core i5,11,8,Windows 10 ,15.6,0,512,0,2
MSI,42990,4.2,Intel,Intel Core i5,12,8,Windows 11 ,14.0,0,512,0,1
ASUS,35990,4.3,Intel,Intel Core i3,11,8,Windows 11 ,15.6,0,512,0,1
HP,78990,4.7,AMD,Ryzen 7,0,16,Windows 11 ,13.3,0,1024,0,1
Lenovo,49990,4.2,Intel,Intel Core i5,12,8,Windows 11 ,15.6,0,512,0,2
HP,30990,4.4,AMD,Ryzen 3,0,8,Windows 11 ,15.6,0,512,0,1
HP,55490,4.3,AMD,Ryzen 5,0,16,Windows 11 ,14.0,0,512,0,1
HP,35990,4.1,Intel,Intel Core i3,11,8,Windows 11 ,15.6,0,512,0,1
Lenovo,79990,4.0,Intel,Intel Core i7,12,16,Windows 11 ,15.6,0,512,0,1
Lenovo,33990,4.4,AMD,Ryzen 3,0,8,Windows 11 ,15.6,0,512,0,1
HP,48990,4.5,AMD,Ryzen 5,0,8,Windows 11 ,15.6,0,512,0,1
ASUS,39990,3.9,AMD,Ryzen 5,0,8,Windows 11 ,15.6,0,512,0,1
HP,84999,4.1,Intel,Intel Core i7,12,16,Windows 11 ,14.0,0,1024,0,1
Infinix,66990,4.6,Intel,Intel Core i7,13,16,Windows 11 ,15.4,0,512,0,1
HP,23990,3.7,AMD,Ryzen Multi Core,0,8,Windows 11 ,14.0,0,0,1024,1
ASUS,69990,4.2,Intel,Intel Core i5,12,16,Windows 11 ,16.0,0,512,0,1
HP,67990,3.7,Intel,Intel Core i5,12,8,Windows 11 ,14.0,0,512,0,1
Acer,34990,3.8,Intel,Intel Core i3,0,8,Windows 11 ,15.6,0,512,0,1
HP,58990,4.2,Intel,Intel Core i5,11,8,Windows 11 ,14.0,0,512,0,1
ASUS,52990,4.4,AMD,Ryzen 5,0,16,Windows 11 ,16.0,0,512,0,1
Lenovo,72990,4.5,AMD,Ryzen 5,0,16,Windows 11 ,15.6,0,512,0,1
DELL,35290,3.7,AMD,Ryzen 3,0,8,Windows 11 ,15.0,0,512,0,1
HP,46990,4.1,Intel,Intel Core i3,13,8,Windows 11 ,15.6,0,512,0,1
HP,72990,4.2,Intel,Intel Core i5,12,16,Windows 11 ,15.6,0,512,0,1
HP,38490,4.0,AMD,Ryzen 3,0,8,Windows 11 ,15.6,0,512,0,1
Acer,57990,4.6,Intel,Intel Core i5,12,8,Windows 11 ,14.0,0,512,0,1
HP,39999,4.5,AMD,Ryzen 3,0,8,Windows 11 ,15.6,0,512,0,1
MSI,57990,4.4,Intel,Intel Core i5,13,16,Windows 11 ,14.0,0,512,0,1
ASUS,14990,3.6,Intel,Intel Multi Core,0,4,Chrome ,11.6,0,0,0,1
Acer,57990,4.1,Intel,Intel Core i5,12,8,Windows 11 ,15.6,0,512,0,1
ASUS,59351,4.3,AMD,Ryzen 7,0,16,Windows 11 ,16.0,0,512,0,1
ASUS,36990,4.2,Intel,Intel Core i3,11,16,Windows 11 ,14.0,0,512,0,1
MSI,135990,4.2,Intel,Intel Core i7,13,16,Windows 11 ,17.3,0,1024,0,2
ASUS,50990,4.5,AMD,Ryzen 5,0,8,Windows 11 ,15.6,0,512,0,1
HP,77990,4.7,AMD,Ryzen 7,0,16,Windows 11 ,13.3,0,1024,0,1
ASUS,20990,4.2,Intel,Intel Multi Core,0,4,Windows 11 ,11.6,0,128,0,1
ASUS,37990,4.2,Intel,Intel Core i3,12,8,Windows 11 ,15.6,0,512,0,1
Acer,129990,4.2,AMD,Ryzen 7,12,16,Windows 11 ,16.0,0,512,0,1
APPLE,229990,5.0,Apple,M2 Pro,0,16,Mac OS ,14.0,0,1024,0,1
MSI,89990,4.2,Intel,Intel Core i7,13,16,Windows 11 ,17.3,0,512,0,2
DELL,68790,4.3,Intel,Intel Core i5,12,8,Windows 11 ,15.6,0,512,0,1
ASUS,46990,4.5,Intel,Intel Core i3,12,8,Windows 11 ,15.6,0,512,0,1
MSI,61990,4.2,Intel,Intel Core i5,12,16,Windows 11 ,15.6,0,256,1024,2
Lenovo,84990,4.5,AMD,Ryzen 7,0,16,Windows 11 ,15.6,0,512,0,1
ASUS,115990,4.7,Intel,Intel Core i7,12,16,Windows 11 ,15.6,0,512,0,1
APPLE,119990,4.5,Apple,M2,0,8,Mac OS ,13.3,0,256,0,1
ASUS,38990,4.3,Intel,Intel Core i3,11,16,Windows 11 ,15.6,0,512,0,1
APPLE,229990,4.2,Apple,M2 Pro,0,16,Mac OS ,16.0,0,512,0,1
HP,68990,4.1,Intel,Intel Core i5,12,16,Windows 11 ,14.0,0,512,0,1
Infinix,80990,4.2,Intel,Intel Core i9,12,32,Windows 11 ,15.6,0,1024,0,1
Acer,52990,4.3,Intel,Intel Core i5,12,16,Windows 11 ,15.6,0,512,0,1
HP,88490,4.2,Intel,Intel Core i5,13,16,Windows 11 ,15.6,1,512,0,1
ASUS,169990,4.2,Intel,Intel Core i7,13,16,Windows 11 ,18.0,0,1024,0,1
Lenovo,33990,4.3,AMD,Ryzen 3,0,8,Windows 11 ,15.6,0,512,0,1
ASUS,62990,4.0,AMD,Ryzen 7,0,16,Windows 11 ,16.0,0,512,0,1
Acer,47990,3.9,Intel,Intel Core i5,12,16,Windows 11 ,15.6,0,512,0,1
Infinix,30990,4.2,Intel,Intel Core i3,11,8,Windows 11 ,14.0,0,256,0,1
Acer,71990,4.5,Intel,Intel Core i5,12,8,Windows 11 ,15.6,0,512,0,1
Acer,31990,4.2,AMD,Ryzen 3,0,8,Windows 11 ,15.6,0,256,0,1
Acer,34990,4.2,Intel,Intel Core i3,11,8,Windows 11 ,15.6,0,256,0,1
APPLE,137990,4.6,Apple,M2,0,8,Mac OS ,13.3,0,512,0,1
SAMSUNG,56990,4.2,Intel,Intel Core i5,12,8,Windows 11 ,15.6,0,512,0,1
Acer,199990,4.2,Intel,Intel Core i7,13,32,Windows 11 ,16.0,0,1024,0,1
Lenovo,13990,3.5,Intel,Intel Multi Core,0,4,Chrome ,11.6,0,0,0,1
HP,109990,4.2,Intel,Intel Core i7,12,16,Windows 11 ,13.5,0,512,0,1
ASUS,32990,4.3,Intel,Intel Core i3,10,8,Windows 11 ,15.6,0,512,0,1
Acer,39990,4.1,AMD,Ryzen 5,0,8,Windows 11 ,15.6,0,512,0,1
DELL,42890,4.1,Intel,Intel Core i3,11,8,Windows 11 ,15.6,0,256,1024,1
HP,69072,4.2,AMD,Ryzen 5,0,8,Windows 11 ,15.6,0,512,0,1
Lenovo,39998,4.0,Intel,Intel Core i3,11,8,Windows 11 ,14.0,0,512,0,2
DELL,39960,4.2,Intel,Intel Core i3,11,8,Windows 11 ,15.0,0,256,1024,1
ASUS,55990,4.2,Intel,Intel Core i5,13,8,Windows 11 ,14.0,0,512,0,1
Lenovo,50990,4.0,AMD,Ryzen 5,0,8,Windows 10 ,14.0,0,512,0,2
DELL,52890,4.1,Intel,Intel Core i5,11,8,Windows 11 ,15.6,0,512,0,1
Lenovo,39990,4.3,Intel,Intel Core i3,12,8,Windows 11 ,15.6,0,512,0,1
ASUS,57990,4.3,AMD,Ryzen 7,0,8,Windows 10 ,14.0,0,512,0,1
ASUS,43990,4.4,Intel,Intel Core i3,13,8,Windows 11 ,14.0,0,512,0,1
ASUS,152990,4.2,Intel,Intel Core i7,13,16,Windows 11 ,16.0,0,1024,0,1
ASUS,109990,4.8,AMD,Ryzen 9,0,16,Windows 10 ,14.0,0,1024,0,1
HP,54490,4.3,Intel,Intel Core i3,11,8,Windows 11 ,14.0,1,512,0,1
MSI,89990,4.2,Intel,Intel Core i5,12,16,Windows 11 ,15.6,0,256,1024,2
ASUS,99990,4.1,AMD,Ryzen 9,0,16,Windows 10 ,14.0,0,1024,0,1
Lenovo,38990,4.1,Intel,Intel Core i3,12,8,Windows 11 ,15.6,0,512,0,2
ASUS,104990,4.1,AMD,Ryzen 7,0,16,Windows 11 ,15.6,0,1024,0,1
MSI,68990,4.3,Intel,Intel Core i7,11,16,Windows 11 ,15.6,0,512,0,2
HP,53999,4.3,AMD,Ryzen 5,0,8,Windows 11 ,15.6,0,512,0,1
Infinix,48990,4.5,Intel,Intel Core i7,11,16,Windows 11 ,14.0,0,512,0,1
Lenovo,36990,4.2,AMD,Ryzen 5,0,8,DOS ,15.6,0,512,0,1
MSI,66989,4.0,Intel,Intel Core i7,13,8,Windows 11 ,15.6,0,512,0,1
DELL,69990,3.9,AMD,Ryzen 5,0,8,Windows 11 ,15.0,0,512,0,1
Lenovo,29090,4.0,Intel,Intel Multi Core,0,8,Windows 11 ,15.6,0,256,0,2
MSI,48990,3.1,Intel,Intel Core i5,13,8,Windows 11 ,15.6,0,512,0,1
HP,19990,3.8,Intel,Intel Multi Core,0,4,Chrome ,14.0,1,0,0,1
APPLE,137990,4.9,Apple,M2,0,8,Mac OS ,13.6,0,512,0,1
DELL,110490,4.8,Intel,Intel Core i5,12,16,Windows 11 ,13.8,0,512,0,1
APPLE,229990,4.2,Apple,M2 Pro,0,16,Mac OS ,16.0,0,512,0,1
HP,64700,4.2,AMD,Ryzen 5,0,16,Windows 10 ,14.0,0,512,0,1
HP,199990,4.2,Intel,Intel Core i7,13,16,Windows 11 ,16.0,0,1024,0,1
HP,88990,4.5,AMD,Ryzen 7,0,16,Windows 11 ,16.1,0,512,0,1
APPLE,137990,4.8,Apple,M2,0,8,Mac OS ,13.3,0,512,0,1
HP,83990,4.2,Intel,Intel Core i5,13,16,Windows 11 ,14.0,0,512,0,1
ASUS,89990,4.8,AMD,Ryzen 7,0,16,Windows 11 ,14.0,0,512,0,1
HP,116463,4.2,Intel,Intel Core i5,13,16,Windows 11 ,15.6,0,512,0,1
ASUS,43590,4.2,AMD,Ryzen 5,0,8,Windows 11 ,14.0,0,512,0,1
Lenovo,61990,4.4,AMD,Ryzen 5,0,8,Windows 11 ,14.0,1,512,0,1
HP,58990,4.3,Intel,Intel Core i5,11,8,Windows 11 ,16.1,0,512,0,1
ASUS,22990,4.2,Intel,Intel Multi Core,0,4,Windows 11 ,15.6,0,256,0,1
MSI,40990,4.1,Intel,Intel Core i5,11,8,Windows 11 ,14.0,0,512,0,1
HP,87490,4.2,AMD,Ryzen 7,0,16,Windows 11 ,15.6,1,512,0,1
Acer,57990,4.3,Intel,Intel Core i5,12,8,Windows 11 ,15.6,0,512,0,1
Acer,40990,3.9,Intel,Intel Core i3,12,8,Windows 11 ,15.6,0,512,0,1
APPLE,229990,4.2,Apple,M2 Pro,0,16,Mac OS ,14.0,0,1024,0,1
MSI,39990,4.2,Intel,Intel Core i3,12,16,Windows 11 ,14.0,0,512,0,1
ASUS,82990,4.4,Intel,Intel Core i5,13,16,Windows 11 ,14.0,0,512,0,1
APPLE,154900,4.8,Apple,M2,0,8,Mac OS ,15.3,0,512,0,1
DELL,41890,4.0,AMD,Ryzen 3,0,8,Windows 11 ,15.6,0,512,0,1
ASUS,161990,5.0,Intel,Intel Core i9,12,16,Windows 11 ,13.4,1,1024,0,1
Lenovo,70890,4.5,AMD,Ryzen 7,0,8,Windows 11 ,15.6,0,512,0,1
HP,55990,4.1,Intel,Intel Core i3,12,8,Windows 11 ,14.0,0,512,0,1
ASUS,92990,5.0,Intel,Intel Core i5,12,16,Windows 11 ,14.0,1,512,0,1
Acer,60990,4.4,Intel,Intel Core i5,12,8,Windows 11 ,14.0,0,512,0,1
HP,56990,4.2,AMD,Ryzen 5,0,16,Windows 11 ,14.0,0,512,0,1
Acer,58990,4.2,AMD,Ryzen 5,0,16,Windows 11 ,14.0,0,512,0,1
Acer,54990,4.2,Intel,Intel Core i5,13,8,Windows 11 ,15.6,0,512,0,1
ASUS,144990,4.2,AMD,Ryzen 9,0,16,Windows 11 ,15.6,0,1024,0,1
HP,66990,4.2,AMD,Ryzen 5,0,8,Windows 11 ,16.1,0,512,0,1
MSI,67990,4.3,Intel,Intel Core i5,11,8,Windows 11 ,15.6,0,256,1024,2
HP,90490,4.2,Intel,Intel Core i7,12,16,Windows 11 ,15.6,0,1024,0,1
Lenovo,34649,4.3,Intel,Intel Core i3,11,4,Windows 10 ,15.0,0,256,0,1
ASUS,109990,4.2,Intel,Intel Core i7,12,16,Windows 11 ,14.0,1,512,0,1
MSI,96990,4.5,Intel,Intel Core i7,13,16,Windows 11 ,17.3,0,512,0,2
DELL,40990,4.0,AMD,Ryzen 3,0,8,Windows 11 ,15.0,0,512,0,1
Lenovo,75998,4.5,AMD,Ryzen 7,0,16,Windows 10 ,13.3,1,512,0,1
ASUS,149990,4.2,Intel,Intel Core i7,13,16,Windows 11 ,13.3,0,1024,0,1
DELL,38990,4.2,Intel,Intel Core i3,11,8,Windows 11 ,15.6,0,256,0,1
Lenovo,32990,4.2,AMD,Ryzen 3,0,8,DOS ,15.6,0,512,0,1
HP,86990,4.0,Intel,Intel Core i7,12,8,Windows 11 ,15.6,0,512,0,1
Lenovo,48990,4.0,Intel,Intel Core i5,11,8,Windows 11 ,15.6,0,512,0,1
Lenovo,64990,4.2,AMD,Ryzen 7,0,16,Windows 11 ,14.0,1,512,0,1
DELL,82990,4.3,AMD,Ryzen 7,0,16,Windows 11 ,14.0,1,512,0,1
Lenovo,59990,4.2,AMD,Ryzen 5,0,16,Windows 11 ,15.6,0,512,0,1
DELL,47890,4.0,AMD,Ryzen 5,0,8,Windows 11 ,15.6,0,512,0,1
Lenovo,39888,4.2,Intel,Intel Core i3,11,8,Windows 11 ,15.6,0,512,0,2
HP,70890,4.2,Intel,Intel Core i5,12,16,Windows 11 ,15.6,0,512,0,1
ASUS,55990,4.2,Intel,Intel Core i5,13,8,Windows 11 ,14.0,0,512,0,1
HP,44000,4.3,Intel,Intel Core i3,11,8,Windows 11 ,15.6,0,512,0,1
MSI,84990,4.4,Intel,Intel Core i7,12,8,Windows 11 ,15.6,0,512,0,2
Primebook,14990,4.0,MediaTek,MediaTek MT8788,0,4,Prime OS ,11.6,0,0,0,1
MSI,179990,4.2,Intel,Intel Core i7,13,8,Windows 11 ,15.6,0,1024,0,1
ASUS,35990,4.1,Intel,Intel Core i3,11,8,Windows 11 ,15.6,0,512,0,1
Lenovo,87990,4.2,AMD,Ryzen 7,0,16,Windows 11 ,15.6,0,512,0,1
APPLE,134900,4.8,Apple,M2,0,8,Mac OS ,15.3,0,256,0,1
Lenovo,71990,4.2,Intel,Intel Core i5,13,16,Windows 11 ,16.0,0,512,0,1
ASUS,64400,4.2,Intel,Intel Core i5,13,16,Windows 11 ,15.6,0,512,0,1
Lenovo,72190,4.2,AMD,Ryzen 5,0,16,Windows 11 ,15.6,0,512,0,1
ASUS,296990,4.2,Intel,Intel Core i9,12,16,Windows 11 ,13.4,1,1024,0,1
APPLE,137990,4.4,Apple,M2,0,8,Mac OS ,13.6,0,512,0,1
Acer,55990,4.5,AMD,Ryzen 5,0,8,Windows 10 ,14.0,0,512,0,1
DELL,67490,4.6,AMD,Ryzen 5,0,16,Windows 11 ,16.0,0,512,0,1
DELL,41590,3.8,Intel,Intel Core i3,10,8,Windows 10 ,15.6,0,256,0,1
MSI,79990,4.7,Intel,Intel Core i5,12,16,Windows 11 ,15.6,0,512,0,2
MSI,89990,4.2,Intel,Intel Core i7,11,16,Windows 11 ,15.6,0,512,0,2
Lenovo,76988,4.2,AMD,Ryzen 5,0,16,Windows 11 ,13.3,1,512,0,1
HP,70990,4.2,AMD,Ryzen 7,0,8,Windows 11 ,15.6,0,512,0,1
ASUS,299990,4.2,Intel,Intel Core i9,13,32,Windows 11 ,16.0,0,1024,0,1
MSI,125990,4.2,Intel,Intel Core i7,12,16,Windows 11 ,15.6,0,1024,0,2
Lenovo,50990,4.0,AMD,Ryzen 5,0,8,Windows 10 ,15.6,0,512,0,1
DELL,38650,4.2,AMD,Ryzen 3,0,8,Windows 11 ,14.0,0,512,0,1
ASUS,119990,4.2,AMD,Ryzen 7,0,32,Windows 11 ,13.4,1,1024,0,1
ASUS,78890,3.4,Intel,Intel Core i5,13,16,Windows 11 ,14.0,1,512,0,1
APPLE,137990,4.6,Apple,M2,0,8,Mac OS ,13.6,0,512,0,1
ASUS,139990,4.2,AMD,Ryzen 9,0,16,Windows 11 ,16.0,0,0,0,1
Lenovo,81656,4.2,AMD,Ryzen 7,6,16,Windows 11 ,15.6,0,512,0,1
Infinix,52990,4.2,Intel,Intel Core i7,11,16,Windows 11 ,15.6,0,1024,0,1
DELL,52990,4.0,Intel,Intel Core i5,11,8,Windows 11 ,15.6,0,512,0,1
APPLE,109990,4.7,Apple,M1,0,8,Mac OS ,13.3,0,512,0,1
DELL,40690,4.1,Intel,Intel Core i3,10,8,Windows 11 ,15.6,0,512,0,1
